lb1,lb0,e20,d,ub0,e11,e10,K,e00,e01,a1,ftype,max_err,ub1,c2,c1,c0,rms_err,e21
-1.4163179249050939,-1.3429546144171396,-0.075989962220597507,2,-0.2876820724517809,3.204779048830297,0.055967562311552498,3,0.27816567193375413,1.7991949854959728,1,MA,0.13182807385872319,-0.2876820724517809,0.6446754132926541,0.62955162076573068,0.77183587251910302,0.044851629071171531,25.685202717213016
