,ftype,K,d,c1,c2,c3,e11,e12,e21,e22,e31,e32,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,MA,3,2,0.589804719905,1.17099623101,0.813175494004,0.0157848537507,6.75376245883,0.594487852221,1.84583966865,0.243378223546,3.88993317468,1,0.0647735774818,0.261073157391,0.75,0.99,0.0423527639916,0.0969515754596
