,ftype,K,d,c1,c2,c3,c4,e11,e12,e21,e22,e31,e32,e41,e42,a1,lb1,ub1,lb2,ub2,rms_err,max_err
0,MA,4,2,0.225383523403,0.151468510871,0.279787018891,0.269656273773,-0.408214878866,2.24358325543,-0.469731483139,1.6755557846,-0.377347943025,4.73908274938,-0.385617448391,4.25591115107,1,0.0647735774818,0.231513137534,0.75,0.99,0.0492451822503,0.131030437585
