lb1,lb0,ub0,d,e11,e10,K,e00,e01,a1,ftype,max_err,c1,c0,rms_err,ub1
-1.4163179249050939,-1.3429546144171396,-0.2876820724517809,2,1.8587120591310646,-0.14120759860992124,2,-0.20498261100116474,4.1606431587866295,1,MA,0.15722144240956482,0.40455153507478414,0.41399291271124522,0.045392611198934577,-0.2876820724517809
